Dealer_ID,Dealer_Name,Date,Time,Customer_Name,Customer_Email,Customer_Phone,Customer_City,Car_Brand,Car_Model,Car_Year,Car_Color,Price,Payment_Method,Salesperson_Name,Warranty_Period
287,Spencer-Quinn,22-07-2024,21:20:06,Debra Long,gherrera@gmail.com,(061)497-8059x18314,Leslietown,Ford,Election,2011,Blue,28974.91,Loan,Alyssa Ferguson,3
288,"Hall, Rodriguez and Willis",19-10-2024,19:20:33,William Fisher,codyhoward@meza.com,+1-296-422-4876x0175,Lake Robertfort,Ford,Together,2022,Black,39872.21,Credit,Robin Lowery,3
289,Luna-Brooks,27-04-2024,16:45:22,Ryan Richards,gonzalesamber@yahoo.com,975-715-2064,North Vincent,Ford,Thank,2006,Red,87532.98,Credit,Matthew Harris,2
290,Schroeder-Thompson,25-07-2024,07:48:29,Russell Chavez,gadkins@stevenson.com,(365)068-0314,North Edward,BMW,Management,2012,Blue,92603.4,Cash,Greg Villanueva,2
291,"Walker, Martinez and Jackson",09-02-2024,15:22:38,Stephanie Mitchell,mckeejorge@gmail.com,322.520.9586x302,New Ashleyside,Toyota,Forget,2014,Black,33373.39,Cash,Dawn Rojas,1
292,"Hardin, Smith and Melton",15-09-2024,12:03:48,Alexander Williams,courtneywright@grant-cobb.com,001-797-736-8568,East Thomasbury,Toyota,Set,2017,Blue,83780.81,Credit,Joseph Davenport,1
293,"Moore, Larsen and Beck",10-07-2024,01:25:06,Kenneth Thompson,crystal79@yahoo.com,001-551-5568,Lake Anthony,Audi,Toward,2021,White,76710.28,Loan,Kristina Sanchez,1
294,"Taylor, Johnson and Mcmahon",23-08-2024,00:01:30,Victoria Pearson,spencerelizabeth@gmail.com,+1-761-195-7717x3821,New Joseph,BMW,Edge,2005,Black,91500.08,Loan,Stephanie Kerr,3
295,"Allen, Green and Sanders",04-10-2024,13:45:39,Sarah Kramer,mark52@mcdonald.com,001-657-010-3181x96575,New Garymouth,Ford,Bill,2005,Gray,60826.05,Cash,Cindy Shepard,2
296,"Bennett, Gallagher and Olson",04-02-2024,10:54:31,Rebecca Ortiz,qmartin@gmail.com,001-645-351-6666x42545,Gordontown,BMW,State,2009,Silver,99466.02,Credit,Teresa Ellis,1
297,"Chavez, Frazier and Estrada",04-01-2024,03:53:18,Michael Fields,kgraham@hotmail.com,(753)782-7722x747,Edwardsbury,BMW,Figure,2012,Blue,53390.71,Loan,Jade Rowe,3
298,Spence Group,08-06-2024,04:27:24,Raymond Taylor,storres@church-bailey.com,4977841406,West Erinbury,Ford,Certain,2012,White,57143.45,Cash,Ryan Miller,1
299,Gutierrez LLC,03-08-2024,19:32:13,Andrew Warren,wolfnicole@yahoo.com,673-111-4569,South Victor,Honda,Understand,2019,Silver,31698.22,Loan,Elizabeth Harvey,1
300,White-Chapman,27-02-2024,07:30:36,Virginia Duffy,richard87@yahoo.com,+1-547-725-1292x9265,Melissaton,Honda,Tend,2015,Gray,56903.09,Loan,Brian Turner,3
301,Anderson LLC,24-08-2024,14:58:41,Diane Rivera,yphillips@bennett-swanson.com,(439)802-8869x9579,New Randymouth,Ford,Decision,2018,Blue,56751.38,Loan,Gerald Moreno,3
302,Small-Garrett,17-02-2024,11:47:48,Bryan Johnson,tranjanice@mitchell.biz,744-992-4362x8344,East Robertshire,Toyota,Just,2004,Red,34143.12,Loan,Angela Curtis,1
303,"Nicholson, Mitchell and Allen",22-10-2024,14:21:23,Brandon Howard,williamsmelissa@harris.com,620-553-5248x6263,Melindafort,Toyota,When,2005,Black,62483.93,Cash,Keith Cook,1
304,"Ball, Martinez and Brown",05-06-2024,20:37:23,Ashley Wilson,brodriguez@gmail.com,275-008-0535x9486,Shahton,Audi,Represent,2023,Blue,34946.91,Credit,Casey Schneider,2
305,"Mills, Wilson and Gibson",19-06-2024,21:25:48,Kenneth Roberts,odavis@brown.info,+1-868-394-0812x84309,Lake Patrick,BMW,Difficult,2011,Black,28734.12,Loan,Anthony Velez,5
306,Morris and Sons,22-08-2024,06:50:34,Lindsey Graham MD,tylermacias@campos.com,9021919202,Port Marieside,BMW,Sit,2000,White,20480.6,Loan,Randy Collins,2
307,Doyle Ltd,12-02-2024,13:28:31,Jason Jackson,bpearson@yahoo.com,010.967.0862,North Kellymouth,BMW,Ground,2021,Silver,24996.78,Credit,Ashley Johnson,5
308,Jackson LLC,04-06-2024,17:56:09,David Williams,hreyes@murphy.net,+1-707-370-6464x041,Martinport,Audi,Long,2012,Red,54099.38,Loan,Ashlee Bishop,1
309,Flores Group,04-09-2024,12:48:58,Robert Jones,keith21@blankenship.info,112.280.1827x222,Conwaytown,Toyota,Boy,2015,Blue,33158.38,Cash,Jade Jackson,1
310,Jones-Mathis,29-07-2024,17:23:29,Meagan Moore,hughesvanessa@gmail.com,(234)743-2826,West Davidton,Toyota,Leader,2001,White,34758.87,Cash,Kirsten Hodges,1
311,"Ramsey, Jennings and Hernandez",15-07-2024,18:21:34,Victoria Howell,csanchez@saunders.com,(324)162-5083,West Roger,Ford,Five,2018,White,48870.69,Cash,Zachary Brown,4
312,Krause-Kelly,26-07-2024,02:09:49,Rachel Cruz,jasonjohnson@jacobson.com,001-293-905-1123x0674,Michaelfort,BMW,Experience,2010,White,30174.53,Loan,Laura Simmons,5
313,Coffey-Wood,20-02-2024,10:53:53,Nicole Baker,tim99@fernandez-wilson.info,(141)376-1777,Gutierrezport,Honda,The,2000,Black,15884.9,Credit,Ryan Young,1
314,"Smith, Ferguson and Raymond",29-08-2024,19:51:11,Kathryn Hill,liumark@gmail.com,990091536,North Richard,Toyota,Stuff,2012,Silver,95910.47,Loan,Jennifer Gregory,1
315,Mcmillan Ltd,20-02-2024,14:18:08,Jose Johnson,kristycox@rivera-brown.com,837.045.9396x9713,Kimhaven,Ford,Very,2012,Silver,28213.47,Loan,Tanya Martinez,2
316,"Oliver, Escobar and Rodriguez",12-09-2024,01:37:15,Ernest Jackson,mckeewendy@gmail.com,680.161.3791x0538,North Jamesview,Honda,Because,2019,Silver,48648.52,Credit,Denise Griffin,4
317,Rodriguez PLC,09-08-2024,15:07:26,Susan Grant,anna90@gmail.com,244.982.0008,Dennisstad,Toyota,Trip,2018,Gray,41086.68,Loan,Jacob Nguyen,4
318,Tran-Erickson,08-08-2024,05:54:40,Sandra Vega,ebruce@jacobs-case.org,943-148-3216,North Jeffreytown,Honda,Civil,2014,Blue,80216.49,Cash,Brandon Davis,1
319,Williams-Summers,09-02-2024,16:23:07,Julie Rush,cassandrafreeman@kramer.com,640.191.9069,Aaronfort,Ford,Everyone,2009,Black,40851.56,Credit,Nicholas Hansen,1
320,"Robinson, West and Diaz",02-08-2024,02:10:02,Nathan Ashley,stokesnicholas@martin-campbell.info,542-158-8250x472,New Erinville,Toyota,International,2016,Silver,53477.42,Loan,Denise Newman,5
321,Skinner-Kramer,13-10-2024,23:31:30,Henry Long,jonathanhardy@hotmail.com,3247144448,Nicoleside,Ford,Safe,2012,Red,33330.88,Cash,Caitlin Ortiz,2
322,Silva PLC,05-01-2024,04:53:55,Curtis Sullivan,sean70@hotmail.com,(988)163-2937x834,Morrisstad,Toyota,Program,2015,Gray,81095.69,Loan,Nicholas Owen,3
323,Miller-Mclaughlin,10-01-2024,23:01:24,Kristen Jones,rmartin@gmail.com,307-003-1811x50887,Amandashire,Toyota,Land,2000,Blue,67993.35,Loan,Hannah Clark,5
324,"Wolf, Walker and Garner",20-11-2024,05:45:02,Pamela Miller,travisaguirre@martinez.com,128.305.8900x476,East Frederickmouth,Ford,Must,2003,Silver,99772.11,Loan,Danielle Green,5
325,West-Turner,17-09-2024,10:57:10,Frank Long,shahjoel@gmail.com,001-760-247-0509x95254,South Ashley,Toyota,Administration,2011,Black,52977.82,Credit,Kerry Ritter,2
326,Barnes Group,06-07-2024,12:59:56,David West,schultzjanet@diaz.org,730.217.5751,Ericberg,Ford,War,2002,Silver,86527.49,Cash,Lisa Jones,1
327,"Haynes, Thompson and Mendez",10-01-2024,20:33:18,Richard Bolton,kimfreeman@gmail.com,7045346872,Christopherchester,Audi,Middle,2013,Black,56040.31,Loan,Mary Nguyen,3
328,"Barnett, Conway and Anderson",25-05-2024,02:37:49,Dr. James Schmidt,petersonjoseph@blair.com,+1-538-604-6931x0725,New Reneeburgh,Honda,Participant,2015,Blue,18354.85,Credit,Christopher Ramirez,4
329,"Potter, Taylor and Murillo",13-01-2024,20:43:01,Jamie Gibson,julie05@nicholson.com,+1-985-628-0102x03130,North Brittany,Honda,Take,2005,Silver,77719.92,Cash,Keith Harvey,3
330,"Perkins, Rodriguez and Mosley",21-08-2024,02:41:41,Edward Green,jose48@gmail.com,5395879581,Luiston,Toyota,Own,2020,White,81757.96,Credit,Brian Daniels,3
331,"Johnson, Kent and Henderson",06-06-2024,09:10:13,Danielle Martin,doughertycassandra@gmail.com,488-240-8677,Andersonborough,Toyota,World,2009,Red,99414.7,Loan,Kenneth Morales,3
332,"Johnson, Salazar and Diaz",31-08-2024,03:18:54,Annette Wright,carrie55@gmail.com,+1-375-962-3514x207,Crystalside,Honda,Business,2015,Blue,67474.21,Cash,Madison Jackson,3
333,"Holt, Reed and Odonnell",29-04-2024,08:51:12,Brooke Valdez DDS,craigrobert@yahoo.com,1364712593,Youngside,Audi,Level,2005,Blue,71610.99,Loan,John Becker,5
334,Kelley-Montgomery,15-02-2024,22:23:28,Lauren Barrett,qcooley@hopkins-garcia.com,2637389899,Ryanfurt,Honda,Best,2000,Blue,80470.78,Loan,Katherine Castaneda,1
335,"Carter, Williams and Williams",02-04-2024,19:20:50,Glenda Lawson,jadehenderson@hanson.com,001-636-957-9530x19129,Michelleport,BMW,Store,2002,White,99861.94,Cash,Michaela Bishop,5
336,Acosta-Reyes,20-07-2024,07:41:42,Timothy Lyons,jennifer03@hotmail.com,619.869.2516x610,West Nicholasberg,Audi,Throughout,2009,White,43408.4,Loan,Gary Thompson DDS,5
337,"Kennedy, Wallace and Tran",19-01-2024,18:26:20,Nicole Fleming,tiffany22@cox-maynard.com,(416)726-8316,South Amybury,Ford,As,2018,Blue,20132.11,Credit,Tiffany Cannon,5
338,Williams Group,12-09-2024,21:25:12,Shelby Cannon,erica63@lindsey-reyes.net,001-335-662-4529x5308,Teresaburgh,Audi,Beat,2017,Black,42888.3,Loan,Jade Murphy,2
339,Wood-Knight,16-02-2024,22:00:55,Jaime Dickerson,whiteelizabeth@hotmail.com,179-913-6196x64505,West Anthonyburgh,Toyota,Specific,2016,Blue,66350.86,Loan,Matthew Christian PhD,1
340,Strickland-Soto,08-09-2024,00:06:32,Melissa Hunter,amandaromero@gmail.com,576.124.1856x09119,North Karenhaven,Audi,First,2006,Black,83259.03,Credit,Nicholas Simmons,1
341,Hobbs Ltd,26-10-2024,14:29:22,Gregory Quinn,andreaoconnell@stein.com,614.315.2643x9380,Ruizshire,Audi,Event,2005,Black,30084.37,Cash,Courtney Lewis,3
342,Ho LLC,27-01-2024,14:27:02,Jeremy Harrison,mitchellrichard@hotmail.com,+1-444-657-5625x8682,Port Jeffrey,Toyota,Weight,2014,Gray,60340.41,Loan,Bryan Hall,3
343,"Morrow, Ross and Parsons",20-02-2024,05:08:34,Daniel Rivers,johnsonkatherine@hotmail.com,918-203-9499x612,Davidview,Toyota,Thought,2009,Blue,46851.64,Credit,Mary Chavez,1
344,Alexander-Mccarthy,17-06-2024,13:43:09,Eugene Berry,gvargas@romero.biz,-1669,Hillborough,Toyota,Take,2014,Silver,58572.69,Cash,Steven Blair,5
345,Tucker LLC,27-08-2024,05:40:42,Briana Duarte,christine85@yahoo.com,008.519.5511,Williamsfort,Honda,Face,2017,Black,75736.26,Cash,Martin Cruz,4
346,Barron PLC,14-09-2024,13:21:22,Jonathan Fisher,omccall@yahoo.com,339-815-9458x758,New Karinafurt,Audi,Move,2010,Silver,78095.08,Cash,Danielle Thompson,3
347,"Macdonald, Koch and Blake",30-03-2024,05:02:34,Dawn Murphy,amber37@gmail.com,948.962.7404x743,Gutierrezmouth,BMW,Best,2013,Black,46696.69,Cash,Cassandra Ford,3
348,Sims PLC,16-04-2024,11:35:34,John Houston,heatheradams@hotmail.com,672-132-0760x27048,Veronicahaven,Honda,Would,2019,Red,47407.99,Credit,Matthew Smith,2
349,Smith PLC,28-04-2024,11:49:28,Andrew Rowe,pamela15@hotmail.com,001-376-705-1643x0720,Matthewview,Audi,Actually,2019,White,89761.97,Cash,Matthew Smith,5
350,Moore-Cantrell,04-01-2024,01:12:30,Jessica Garcia,mholt@gmail.com,604-981-6216x22496,Maryshire,Audi,Million,2022,Red,66891.51,Cash,Maria Gaines,2
351,"Ortiz, Mcfarland and Torres",14-08-2024,15:52:22,Veronica Davis,jennifer10@hotmail.com,001-450-799-8797x31002,East Meganville,Honda,Free,2013,White,37903,Cash,Derek Sanders,3
352,Harvey-Garrett,10-03-2024,15:32:36,Dale Nichols,qcombs@schaefer.org,608-439-7281x5387,Michaelshire,Audi,View,2004,Red,64587.45,Loan,Natalie Cook,1
353,"Phillips, Reynolds and Blake",09-06-2024,18:51:25,Amanda Mccarthy,weberjustin@brown.net,001-458-662-9234x7424,East Jenniferstad,BMW,Where,2015,Silver,84753.98,Loan,Brian Lara,5
354,"Huang, Booth and Montgomery",27-03-2024,09:54:17,Beth Gray,marshalljoann@horn-burton.com,001-073-729-8340,North Kristyfort,Ford,Pretty,2014,Red,61131.27,Cash,Austin Gutierrez,5
355,Brown Group,08-03-2024,21:20:34,Amy George,torreskimberly@gmail.com,326-286-4852x89284,Heatherstad,Ford,Cause,2006,Black,56246.16,Cash,Christina Murray,4
356,"Williams, Cook and Camacho",16-06-2024,03:52:37,Bonnie Williams,meganwang@hotmail.com,001-721-276-4646x863,Port Cheryl,Honda,Scientist,2022,White,56931.59,Loan,Melanie Glenn,1
357,"Lee, Jimenez and Harper",07-01-2024,19:49:53,Michael Cole,cooperaaron@alvarez.com,(021)983-5532x464,South Autumnview,Toyota,Box,2012,White,53546.54,Credit,Abigail Abbott,5
358,"Preston, Bennett and Price",04-09-2024,12:09:57,Marvin Lane,rebecca29@gmail.com,(180)523-3017,North Christopher,Toyota,Investment,2006,Black,42067.25,Loan,Regina Stewart,2
359,Juarez Ltd,11-05-2024,18:12:29,Gabriel Nelson,burchsara@gmail.com,087.460.9437,North Travis,Honda,Cost,2012,Gray,40549.88,Loan,Mary Miller,3
360,"Brewer, Wallace and Fry",08-05-2024,01:39:21,Margaret Adams,normansara@hotmail.com,-6498,North Bridgetport,BMW,Nor,2003,Silver,20902.53,Loan,Chad Lewis,1
361,"Calhoun, Guerrero and Lyons",21-05-2024,15:01:43,Deanna King,jordanwilliam@yahoo.com,195-391-0817x17054,East Joycetown,Audi,Knowledge,2020,White,53557.79,Loan,Bradley Bryant,2
362,Huynh and Sons,23-10-2024,12:00:02,Robin Blake,joseph89@hotmail.com,4583835164,Port Elizabeth,Honda,Office,2017,Silver,70975.77,Credit,Elizabeth Pierce,3
363,Sanders-Roach,05-03-2024,17:54:33,Margaret King,rgraham@gmail.com,001-842-194-3835x5404,Kellyton,Ford,Maintain,2021,White,52299.88,Loan,Michael Johnson,2
364,Stephens and Sons,23-04-2024,20:43:36,Tyler Hanson,tara27@yahoo.com,001-450-403-6601x81905,Lake Adam,BMW,List,2007,Gray,85291.22,Credit,Catherine Erickson,2
365,Harrison-Simmons,30-06-2024,18:54:17,Cory Mckenzie,timothy09@moody-zuniga.net,478.501.5594x0890,Barrytown,Toyota,Easy,2010,Black,19149.62,Loan,Kayla Johnson,5
366,Turner-Walker,16-04-2024,18:17:35,Jon Ramirez,agriffin@curtis.com,6733910290,South Williambury,Honda,Somebody,2022,Red,48165.94,Credit,Katherine Stuart,2
367,"Hahn, Gray and Adams",01-10-2024,23:10:31,Isabella Johnston,williamhernandez@gmail.com,+1-553-326-1765x89023,Taylorfort,Honda,Commercial,2011,Gray,90125.95,Credit,David Hickman,5
368,Webster PLC,02-01-2024,22:17:55,Kristie Rodriguez,patriciaschmitt@hotmail.com,102.246.7454,Cassandraburgh,Toyota,Lot,2019,Black,82172.99,Cash,Patrick Lee,2
369,"Meyers, Ferrell and Sawyer",19-01-2024,19:23:15,James Patterson,lmyers@glass.com,8561229464,Wilsonton,BMW,Movie,2016,Black,74843.51,Credit,Stephen Schultz,5
370,Spencer Group,29-01-2024,01:38:41,Marco Mcclain,danielle69@hotmail.com,(848)637-8777x123,South Laurenland,Toyota,One,2007,Red,63528.29,Cash,Michael Pena,3
371,"Avila, Turner and Harrison",29-01-2024,12:41:49,Edward Nelson,donnahart@fisher.net,239.904.5470,West Matthew,Audi,Street,2011,Red,33584.94,Credit,Patricia Gray,3
372,"Dominguez, Ryan and Martin",09-03-2024,22:36:11,Suzanne Reed,harrisoncatherine@hotmail.com,-5942,Port Michelleton,BMW,See,2011,White,21386.85,Loan,Jeremy Mays,1
373,Franco-Jordan,11-05-2024,15:02:45,Stephen Baker,vpeck@cooke-williams.com,028.319.2550x5250,Tamarashire,Toyota,Address,2023,Gray,39519.89,Loan,Roger Richardson,4
374,Cantrell and Sons,18-01-2024,22:24:35,Wesley Baxter,briannalarsen@page.biz,247-653-8667x142,South Derrick,Toyota,Cost,2006,Black,71554.68,Loan,Krista Durham,5
375,"Lopez, Murphy and Cox",26-06-2024,11:14:53,Justin Farmer,christopher49@yahoo.com,+1-751-588-8228x17445,New Jill,Toyota,First,2022,Gray,45179.13,Loan,Wayne Wright,2
376,Barrett Inc,12-02-2024,02:40:28,Michael Hansen,courtney61@gmail.com,198.239.4030x5025,Nathanmouth,BMW,However,2018,White,47925.55,Loan,Helen Smith,5
377,"Wallace, Chung and Duran",29-05-2024,14:01:39,Christopher Hall,travis83@price.com,328.030.4831,North James,Toyota,Compare,2000,White,61172.6,Credit,Stephen Strickland,5
378,Figueroa LLC,25-06-2024,10:52:42,Shawn Johnson,djenkins@coleman.info,224.353.3128x1666,North Lisa,Audi,Easy,2014,Silver,72720.59,Credit,Debbie Ramos,2
379,"Williams, Camacho and Becker",29-08-2024,01:44:05,William Alvarez,todd97@hotmail.com,(184)783-4807x910,West Rebekahhaven,Audi,Idea,2000,Black,17105.73,Loan,Terrence Watts MD,1
380,"Morgan, Davis and Mccann",11-08-2024,01:30:05,Mrs. Kathryn Evans,qhill@baker.com,089-559-6136x680,Dawnfurt,Audi,Operation,2003,Gray,79866.62,Loan,Robin Woodard,4
381,Castro and Sons,16-09-2024,12:21:05,Heather Reed,velasquezrichard@hotmail.com,918-352-4852x517,Brittanyport,Ford,Sound,2021,White,61974.51,Credit,Katherine Adams,3
382,Perez Group,07-08-2024,08:51:33,Angela Vaughn,kevin36@yahoo.com,707-899-5545x112,Rossmouth,BMW,Child,2022,Blue,40937.33,Loan,Nancy Flores,2
383,Vincent-Jones,01-08-2024,00:26:59,Diane Sutton,briangonzalez@yahoo.com,308-995-3567x304,North Matthewview,Ford,Among,2010,Black,73884.11,Loan,Timothy Jackson,5
384,Grant LLC,09-09-2024,10:07:18,Jerry Cole,tmorris@gmail.com,(202)391-4881x109,New Hannahberg,Honda,Bag,2002,Gray,48295.2,Credit,Sara Pace,1
385,Harper-Poole,04-01-2024,11:50:51,Jack Young,tarahamilton@hotmail.com,821.064.3573x80052,North Kathleenburgh,BMW,Which,2014,Black,76597.79,Credit,James Hill,4
386,"Morrow, Webb and Klein",08-08-2024,19:21:02,Amanda Martinez,dtravis@kane.com,-7311,New Normanburgh,Ford,Social,2015,Gray,44618.98,Loan,Zoe Horn,4
387,Allen-Davis,14-08-2024,04:53:40,Susan Phillips,zleon@gmail.com,282-735-1957,Beckerland,Ford,Both,2016,Black,75162.11,Cash,Stephen Marshall,2
388,"Burns, Carter and Nichols",16-07-2024,09:44:39,Amanda Caldwell,jamesdavis@torres.biz,+1-937-952-5624x2881,New Timothyborough,Honda,Collection,2018,Gray,19256.06,Loan,Joseph Barajas,3
389,Ward-Jones,30-04-2024,03:43:44,Jessica Thomas,garciacarrie@vasquez-odonnell.com,-8744,West Mark,Toyota,Dog,2013,Red,80477.34,Cash,Brian Burton,3
390,Johnson-Soto,16-11-2024,11:42:12,Dale Ward,samantha48@yahoo.com,505.015.3038x215,Popestad,BMW,If,2006,Silver,45960.09,Loan,Mary Olson,5
391,Fleming-Marsh,03-03-2024,09:06:29,Laura Chan,robert53@yahoo.com,+1-780-510-0413x90588,Arnoldville,Honda,Else,2013,Red,62636.78,Loan,Charles Parker,2
392,Roberts-Hernandez,04-08-2024,10:16:34,Sandra Hill,gmendez@yahoo.com,(371)872-8984x4381,Williamsport,Audi,Little,2020,White,89458.43,Credit,Scott Flynn,4
393,"Patton, Beasley and Pham",17-05-2024,00:21:40,Rachel Cox,heather93@hotmail.com,001-387-688-1633x41320,East Amber,Toyota,Continue,2018,Silver,98350.06,Credit,Richard Ibarra,3
394,"Kennedy, Mcknight and Singh",30-03-2024,22:47:58,Michael Porter,joseph70@yahoo.com,453-444-3776,Terriville,Ford,Sometimes,2017,Silver,26080.64,Cash,Juan Wheeler,5
395,Hayes-Green,25-10-2024,18:28:35,Amanda Hickman,amber86@foster-pena.com,467-815-6449x373,East Roberto,Honda,Task,2016,Blue,89790.49,Cash,Jesse Moore,1
396,"Martinez, Mckee and Miller",10-03-2024,11:38:12,Melissa Summers,crystal76@hotmail.com,001-448-738-1635x0827,Turnermouth,BMW,Line,2012,Black,67400.84,Credit,Thomas Lang,4
397,Brennan-Medina,25-02-2024,06:56:01,Andrew Williams,iperez@yahoo.com,308.377.9192x68101,Pughfort,Toyota,Impact,2001,Silver,24334.72,Credit,Rebekah Coleman,5
398,Warren LLC,18-02-2024,02:35:30,Chris Watson,sylvia79@yahoo.com,4087905432,Amandaville,Audi,Guess,2017,White,97768.44,Cash,Beth Flores,2
399,Hudson-Velasquez,13-05-2024,16:40:56,Richard Simmons Jr.,jennifervang@hotmail.com,(378)049-7999,Port Daniel,BMW,Task,2007,White,95491.52,Cash,Lindsey White,2
400,Maddox Ltd,27-07-2024,16:30:33,Paul Parker,chambersjoseph@hotmail.com,002.962.3101x24439,Josefurt,Audi,Remember,2015,Black,68344.93,Loan,Derrick Le,4
401,"Bates, Kerr and Rasmussen",21-08-2024,16:03:40,Mrs. Courtney Marks,christina60@hotmail.com,001-610-854-9029x6344,Arroyoport,BMW,Seem,2005,Silver,46595.39,Credit,William Ross,3
402,Williams Ltd,24-03-2024,22:54:41,Christopher Moody,dillonaaron@gmail.com,457620113,Robinside,Toyota,Particularly,2019,Gray,48001.48,Cash,Derrick Thomas,5
403,Smith-Miller,15-05-2024,19:29:30,Brian Hall,darren90@robinson.com,350-801-8469,New Linda,BMW,Son,2004,Silver,80487.3,Credit,Jessica Edwards,3
404,Love PLC,03-04-2024,21:23:31,Megan Olson,johnny09@henson-webb.com,898.991.5268,Emilyburgh,Ford,Key,2005,White,95945.4,Cash,Courtney Jones,1
405,"Archer, Gonzales and Acosta",19-11-2024,09:49:33,Jessica Smith,robertglover@gmail.com,064.568.5312,Port Alyssa,BMW,Number,2023,White,47111.98,Cash,Sean Meyer,1
406,Campbell Group,22-04-2024,12:09:46,Douglas Campbell,smayo@terry.info,341.348.6194,West Linda,BMW,Eye,2007,White,68045.13,Loan,Gary Fowler,2
407,Miller-Hernandez,16-11-2024,06:15:49,Michael Young,nicolehughes@buck-hammond.net,073-004-3337x24600,New Ginastad,Toyota,Finally,2003,Gray,42999.05,Loan,Phillip Lucas,2
408,Cruz Ltd,21-02-2024,13:30:09,Michael Gordon,reevesevan@frazier.biz,-2776,Melissaton,Toyota,Protect,2008,Black,65785.02,Credit,Joel Berger,1
409,Schmidt Inc,07-06-2024,08:27:44,Natalie Mclaughlin,ashley66@patterson.com,856.118.1593,Gomezport,Ford,Term,2018,Red,54605.23,Credit,Daniel Ross,2
410,"Stephens, Flowers and Larson",24-07-2024,03:37:15,Antonio Davis,stokesandrew@carr-hernandez.com,495.532.3348x7604,Mosleyton,Toyota,Democrat,2010,Black,66179.77,Credit,Sonya Jones,3
411,"Parks, Frazier and Brown",11-04-2024,06:03:36,Phillip Hill,jeffreyferguson@pacheco.com,(452)250-3632,South Erin,Audi,Language,2005,Black,24158.54,Cash,Sheila Beltran,1
412,Brown and Sons,18-04-2024,21:13:42,James James,nicholassimmons@yahoo.com,938.547.9793x9163,Port Thomasville,BMW,Decade,2000,Gray,61699.23,Credit,Debbie Odonnell,2
413,Robinson LLC,25-02-2024,00:05:24,Benjamin Browning,dtaylor@alexander.com,(658)186-8871x699,West Michelleside,BMW,Executive,2016,White,51545.9,Loan,Shannon Leach,3
414,"Villarreal, Blair and Brown",01-09-2024,03:55:52,Jermaine Johnson,morgan28@brown.com,+1-612-264-9060x29524,Robertmouth,BMW,Site,2002,White,74727.19,Credit,Michael Miller,2
415,"Casey, Flores and Bruce",11-11-2024,03:35:36,Teresa Mitchell,davisadam@hudson.com,001-075-736-8287x410,West Jerry,Toyota,Stock,2009,Blue,30144.05,Cash,Michael Baker,4
416,"Howard, Cox and Anderson",01-08-2024,10:43:34,Justin Savage,scottturner@potts.com,671.696.7533,North Nancy,Honda,Past,2018,Red,51434.83,Credit,David Brown,5
417,Hill-Gregory,04-03-2024,04:53:56,Anthony Hood PhD,sherry52@hotmail.com,001-649-722-7618x00897,Lake Jillburgh,Honda,Development,2003,Gray,35104.59,Cash,Alicia Manning,3
418,Flores Ltd,07-10-2024,04:36:33,Matthew Carlson,huntercarter@harris-peters.biz,461.092.3593x301,Jefferybury,BMW,Adult,2023,Gray,93296.12,Loan,Emily White,1
419,Harrington LLC,25-06-2024,10:14:42,Adam Cannon,daniel66@zhang.info,(263)307-7391,East Annachester,Toyota,Indicate,2008,Silver,68644.91,Credit,Gina Dudley,1
420,Morris Ltd,11-06-2024,08:28:39,Anna Jones,stevennewman@yahoo.com,241.619.7275,Port Jenniferborough,Ford,Speech,2017,Blue,30695.36,Loan,Justin Cisneros,4
421,Murray and Sons,31-08-2024,20:20:26,Kevin Diaz,carrieschultz@gmail.com,795.581.5489,West Maria,Ford,Accept,2000,Red,92769.18,Loan,Christina Nguyen,4
422,Holloway-Baker,25-06-2024,07:20:40,Edward Robinson,jesselewis@hotmail.com,445-683-3150x52073,North Sandraton,BMW,Modern,2008,Blue,33833.54,Cash,Chad Hines,5
423,Davidson-Brown,18-09-2024,06:08:00,Mrs. Ann Miller,pdillon@thomas.com,(008)875-6242,East Patrickfort,Toyota,Up,2019,Black,20778.38,Loan,Crystal Taylor,5
424,"Pace, Arroyo and Young",19-01-2024,20:07:29,Heather Yates,james02@gmail.com,960-721-1344x1659,Phillipston,Audi,Son,2009,Silver,21393.3,Cash,James Ramirez,1
425,"Martin, Garcia and Bryant",13-10-2024,15:24:50,Eric Morgan,smcfarland@gmail.com,(012)998-6884,Lake Jeffrey,BMW,Thus,2003,Gray,61801.92,Loan,William Simmons,1
426,Reese Inc,27-08-2024,07:50:58,Jason Jones,anna49@yahoo.com,857-854-8678,Meganbury,Toyota,Thus,2006,Gray,91261.08,Loan,Ashley Oconnell,3
427,David-Hamilton,10-08-2024,15:19:44,Victoria Davis,javieralvarado@gmail.com,001-244-160-3076x9301,East Michaelton,Honda,None,2010,White,96787.21,Credit,Charles Martinez,1
428,Baker-Henderson,13-10-2024,14:37:24,Nicole Sanders,boydkatelyn@gmail.com,835-973-6385,Jacobmouth,Honda,Cell,2008,Red,21169.1,Credit,Alicia Cummings,5
429,French-Wilcox,11-10-2024,20:01:42,Lisa Terrell,athomas@yahoo.com,001-424-654-6082,Martinton,BMW,Business,2002,Red,16656.4,Credit,Barbara Williams,5
430,Martin-Benson,03-07-2024,06:15:45,Stephen Lewis,kristen33@griffin.org,868-705-2283,Christineland,Honda,Word,2006,Red,75959.45,Cash,Antonio Stewart,2
