Transaction_ID,Date,Time,Customer_Name,Mobile_Brand,Model,Price,Quantity,Payment_Method,Salesperson_Name,Store_Location,Warranty_Years,Accessories_Purchased,Customer_Feedback,Discount_Applied
402,2024-08-04,09:02:00,Sarah Black,Oppo,A78,851.22,3,Online,Claire Williams,Midtown,2,Screen Protector,1,167.69
403,2024-02-15,12:02:00,Mike Brown,Apple,iPhone SE 2024,312.01,1,Online,David Lee,Suburban,1,Screen Protector,3,89.73
404,2024-05-16,12:07:00,Bob White,Xiaomi,Poco X5 Pro,820.51,2,Online,Alice Smith,Uptown,1,Headphones,4,187.17
405,2024-04-09,12:08:00,Alice Green,Xiaomi,Poco X5 Pro,924.11,2,Card,David Lee,Downtown,2,Charger,1,44.47
406,2024-02-04,10:09:00,Bob White,Xiaomi,Redmi Note 13,630.91,1,Cash,Bob Johnson,Uptown,1,None,5,196.78
407,2024-08-12,16:28:00,Bob White,Vivo,X100 Pro,475.76,2,Card,David Lee,Downtown,3,Headphones,2,44.1
408,2024-08-02,09:58:00,John Doe,Xiaomi,Redmi Note 13,665.65,3,Online,Bob Johnson,Downtown,2,Charger,5,162.32
409,2024-02-22,12:03:00,Sarah Black,Oppo,Reno 10,1400.42,2,Cash,Alice Smith,Uptown,3,None,4,110.35
410,2024-12-07,17:16:00,Alice Green,Xiaomi,Redmi Note 13,511.91,2,Card,Alice Smith,Uptown,1,Headphones,5,115.81
411,2024-07-17,18:24:00,Mike Brown,Xiaomi,Redmi Note 13,1468.33,1,Card,Claire Williams,Suburban,2,Charger,4,140.14
412,2024-03-19,16:38:00,Bob White,Apple,iPhone 15 Pro,761.49,3,Cash,Claire Williams,Midtown,3,Screen Protector,2,181.99
413,2024-12-19,11:29:00,Mike Brown,Apple,iPhone 14,372.26,2,Card,Alice Smith,Midtown,1,Headphones,3,2.83
414,2024-08-19,17:45:00,Jane Smith,OnePlus,OnePlus 11,964.15,2,Card,David Lee,Suburban,2,None,1,193.23
415,2024-03-23,12:22:00,Bob White,Apple,iPhone 15 Pro,842.37,1,Cash,David Lee,Midtown,1,None,3,10.5
416,2024-09-14,14:29:00,John Doe,Xiaomi,Mi 13 Ultra,1390.79,3,Cash,Emma Brown,Midtown,3,Screen Protector,2,159.29
417,2024-03-15,12:56:00,Mike Brown,Apple,iPhone SE 2024,1120.96,3,Online,Alice Smith,Midtown,1,Headphones,2,1.62
418,2024-10-18,18:09:00,John Doe,Vivo,Y200,754.16,1,Cash,Emma Brown,Suburban,1,None,3,172.97
419,2024-08-01,20:14:00,John Doe,Vivo,V29 Pro,739.24,3,Card,Alice Smith,Uptown,3,Screen Protector,5,36.38
420,2024-10-17,10:38:00,John Doe,Apple,iPhone 14,1092.54,2,Online,Emma Brown,Suburban,2,Charger,1,53.78
421,2024-09-12,11:01:00,Sarah Black,Xiaomi,Poco X5 Pro,306.88,2,Cash,Alice Smith,Uptown,2,None,2,86.46
422,2024-07-05,11:40:00,Sarah Black,Oppo,Find X6 Pro,867.53,2,Card,Alice Smith,Suburban,1,Charger,2,2.05
423,2024-03-02,15:26:00,Jane Smith,OnePlus,OnePlus Ace,1083.37,2,Card,David Lee,Uptown,3,Charger,3,9.66
424,2024-03-15,11:35:00,Bob White,Samsung,Galaxy A14,880.33,1,Card,Alice Smith,Suburban,1,Headphones,5,115.96
425,2024-10-21,11:54:00,Bob White,Apple,iPhone 15 Pro,307.0,3,Online,Bob Johnson,Midtown,2,Screen Protector,1,69.28
426,2024-07-11,12:30:00,Alice Green,Samsung,Galaxy A14,1394.17,1,Cash,Claire Williams,Midtown,3,Headphones,1,26.9
427,2024-12-22,19:48:00,Bob White,Oppo,Reno 10,1142.01,2,Card,Bob Johnson,Downtown,1,None,3,115.69
428,2024-06-17,17:12:00,Sarah Black,OnePlus,Nord CE 3 Lite,270.17,3,Card,Alice Smith,Downtown,2,Headphones,5,33.96
429,2024-01-20,14:17:00,Bob White,Vivo,X100 Pro,1286.74,3,Cash,David Lee,Uptown,2,Headphones,3,189.11
430,2024-08-03,11:55:00,John Doe,Vivo,X100 Pro,491.8,2,Online,Bob Johnson,Suburban,2,Screen Protector,3,139.24
431,2024-11-24,09:34:00,Mike Brown,OnePlus,OnePlus Ace,1363.37,1,Online,David Lee,Uptown,2,Headphones,4,124.58
432,2024-06-02,11:47:00,Alice Green,OnePlus,OnePlus Ace,222.14,2,Online,Emma Brown,Midtown,2,Charger,4,55.89
433,2024-02-11,12:39:00,Alice Green,Xiaomi,Poco X5 Pro,1130.38,2,Cash,Bob Johnson,Midtown,3,Screen Protector,1,154.99
434,2024-06-27,09:31:00,Bob White,Oppo,Reno 10,1111.29,1,Online,David Lee,Downtown,1,Charger,2,191.13
435,2024-06-16,17:52:00,Jane Smith,Vivo,V29 Pro,803.6,1,Card,Alice Smith,Midtown,1,None,2,144.7
436,2024-11-02,15:56:00,Alice Green,Vivo,Y200,1414.25,1,Cash,Bob Johnson,Suburban,3,Screen Protector,1,69.14
437,2024-10-07,11:30:00,Bob White,OnePlus,OnePlus Ace,997.49,3,Online,Bob Johnson,Uptown,1,Screen Protector,2,186.92
438,2024-04-06,16:20:00,John Doe,Oppo,Reno 10,293.57,3,Cash,David Lee,Downtown,2,None,3,34.57
439,2024-01-07,14:09:00,Mike Brown,OnePlus,Nord CE 3 Lite,1199.62,3,Card,David Lee,Suburban,2,Charger,4,119.22
440,2024-06-28,16:11:00,Mike Brown,Xiaomi,Redmi Note 13,1233.57,2,Online,Claire Williams,Midtown,2,Headphones,1,2.77
441,2024-04-30,18:37:00,Bob White,Oppo,A78,1213.13,1,Card,Emma Brown,Downtown,2,Headphones,1,144.53
442,2024-12-29,09:42:00,Mike Brown,Oppo,Find X6 Pro,658.62,1,Cash,Alice Smith,Downtown,2,None,3,81.07
443,2024-12-23,16:05:00,Jane Smith,Vivo,Y200,666.78,3,Online,Claire Williams,Uptown,2,Headphones,4,117.9
444,2024-06-27,16:40:00,Jane Smith,Vivo,Y200,1016.27,1,Card,Bob Johnson,Uptown,2,None,5,66.49
445,2024-10-14,15:31:00,Mike Brown,Apple,iPhone 15 Pro,579.04,1,Card,David Lee,Downtown,2,Screen Protector,4,111.38
446,2024-01-23,12:21:00,Alice Green,Xiaomi,Mi 13 Ultra,897.05,3,Cash,Bob Johnson,Midtown,2,Headphones,5,92.11
447,2024-01-09,20:19:00,John Doe,Vivo,V29 Pro,412.58,2,Cash,Claire Williams,Uptown,3,Charger,3,74.06
448,2024-10-10,11:13:00,Sarah Black,Apple,iPhone 14,1424.02,3,Card,Bob Johnson,Midtown,3,Charger,2,2.99
449,2024-05-23,15:01:00,Mike Brown,Apple,iPhone 14,261.73,1,Cash,Claire Williams,Midtown,1,Charger,1,82.35
450,2024-07-20,18:40:00,Mike Brown,Oppo,A78,1435.13,2,Card,Alice Smith,Uptown,3,Charger,1,114.61
451,2024-09-21,12:41:00,Bob White,Oppo,Find X6 Pro,985.7,1,Cash,Emma Brown,Downtown,3,Charger,4,101.55
452,2024-08-13,14:03:00,Sarah Black,Vivo,X100 Pro,826.69,2,Card,Alice Smith,Downtown,1,Screen Protector,4,29.0
453,2024-11-24,15:39:00,Alice Green,Samsung,Galaxy A14,1135.66,3,Cash,David Lee,Midtown,2,None,3,161.84
454,2024-12-31,13:38:00,Sarah Black,Oppo,A78,754.48,1,Cash,Alice Smith,Uptown,1,Headphones,1,40.12
455,2024-12-20,12:40:00,Alice Green,Vivo,Y200,1217.25,3,Online,Claire Williams,Midtown,3,Screen Protector,4,88.63
456,2024-11-01,11:32:00,Alice Green,OnePlus,Nord CE 3 Lite,510.91,3,Cash,Bob Johnson,Midtown,2,Charger,5,124.75
457,2024-07-18,19:28:00,Alice Green,Samsung,Galaxy S23,1065.34,1,Cash,Bob Johnson,Midtown,3,Screen Protector,1,15.79
458,2024-10-27,20:12:00,Jane Smith,Xiaomi,Mi 13 Ultra,806.65,2,Online,Alice Smith,Suburban,3,Screen Protector,5,72.24
459,2024-02-27,13:35:00,John Doe,Samsung,Galaxy S23,386.43,1,Card,Bob Johnson,Midtown,2,None,4,98.52
460,2024-09-20,17:54:00,Sarah Black,Samsung,Galaxy A14,1414.07,2,Cash,Alice Smith,Uptown,3,Headphones,1,173.01
461,2024-02-14,16:37:00,Mike Brown,OnePlus,Nord CE 3 Lite,913.51,3,Online,David Lee,Downtown,1,Headphones,1,166.31
462,2024-06-01,18:55:00,Jane Smith,Apple,iPhone 14,1015.38,1,Cash,David Lee,Uptown,1,Charger,5,100.21
463,2024-11-05,13:55:00,Bob White,Vivo,X100 Pro,1073.04,2,Online,Emma Brown,Suburban,3,Charger,2,5.95
464,2024-11-03,10:02:00,John Doe,Oppo,A78,296.97,1,Online,Alice Smith,Suburban,3,Charger,3,179.94
465,2024-01-28,10:04:00,John Doe,Apple,iPhone SE 2024,549.39,3,Cash,Emma Brown,Downtown,1,Headphones,5,23.41
466,2024-09-02,15:12:00,Alice Green,Oppo,Find X6 Pro,1066.83,1,Card,David Lee,Uptown,3,None,2,58.42
467,2024-04-17,14:23:00,John Doe,Apple,iPhone 14,526.84,3,Cash,Bob Johnson,Suburban,3,None,5,163.26
468,2024-09-17,20:05:00,Jane Smith,Samsung,Galaxy Z Fold 5,1142.16,3,Card,Alice Smith,Midtown,1,None,1,47.85
469,2024-06-24,13:16:00,Jane Smith,Samsung,Galaxy Z Fold 5,908.92,3,Card,Alice Smith,Uptown,2,Headphones,1,119.63
470,2024-03-26,19:06:00,Jane Smith,Samsung,Galaxy Z Fold 5,240.43,3,Online,Claire Williams,Suburban,1,Charger,1,29.1
471,2024-11-26,11:43:00,John Doe,Apple,iPhone 14,1351.31,3,Cash,Emma Brown,Midtown,1,Headphones,2,102.5
472,2024-05-10,17:14:00,Mike Brown,Samsung,Galaxy A14,1175.29,2,Cash,Emma Brown,Uptown,3,Charger,3,38.91
473,2024-07-28,10:11:00,Sarah Black,Oppo,Reno 10,440.48,1,Cash,Emma Brown,Midtown,1,Headphones,3,44.59
474,2024-10-26,18:25:00,John Doe,Oppo,Find X6 Pro,595.82,1,Cash,Claire Williams,Uptown,3,Headphones,1,50.85
475,2024-04-10,19:41:00,Alice Green,Vivo,V29 Pro,829.78,3,Card,Alice Smith,Uptown,3,None,3,108.92
476,2024-06-24,11:09:00,Sarah Black,OnePlus,OnePlus 11,633.33,2,Card,David Lee,Uptown,2,None,3,60.01
477,2024-01-19,16:16:00,Mike Brown,Samsung,Galaxy Z Fold 5,1065.25,3,Card,Claire Williams,Uptown,1,Screen Protector,2,86.55
478,2024-10-27,16:54:00,Bob White,Oppo,Reno 10,1190.87,2,Card,David Lee,Midtown,2,Charger,3,129.93
479,2024-12-16,15:16:00,Bob White,Oppo,A78,1196.97,3,Online,Bob Johnson,Downtown,1,Screen Protector,1,151.13
480,2024-05-08,18:43:00,Bob White,OnePlus,Nord CE 3 Lite,1058.81,1,Online,David Lee,Uptown,3,Headphones,5,26.98
481,2024-03-14,09:31:00,Mike Brown,Apple,iPhone SE 2024,399.57,2,Cash,Bob Johnson,Midtown,3,Headphones,1,183.13
482,2024-10-07,09:01:00,John Doe,OnePlus,OnePlus 11,1336.09,3,Card,Emma Brown,Midtown,2,Charger,3,2.8
483,2024-07-28,16:40:00,John Doe,Vivo,X100 Pro,1240.47,2,Online,Emma Brown,Downtown,1,Headphones,4,26.64
484,2024-08-11,11:18:00,Alice Green,Samsung,Galaxy A14,848.38,1,Online,Emma Brown,Suburban,3,None,1,93.55
485,2024-03-16,16:40:00,Sarah Black,Xiaomi,Poco X5 Pro,998.07,1,Cash,David Lee,Uptown,2,None,1,52.31
486,2024-06-16,11:21:00,Sarah Black,Apple,iPhone 15 Pro,788.23,1,Online,Alice Smith,Downtown,1,Charger,2,59.42
487,2024-07-20,19:13:00,Bob White,Vivo,X100 Pro,748.22,2,Online,David Lee,Downtown,3,Screen Protector,4,146.08
488,2024-04-06,15:45:00,Mike Brown,Samsung,Galaxy A14,1013.28,2,Card,Bob Johnson,Suburban,2,Charger,1,74.37
489,2024-10-31,20:44:00,Jane Smith,Samsung,Galaxy Z Fold 5,822.57,1,Cash,Emma Brown,Midtown,3,None,3,171.36
490,2024-09-18,09:58:00,Sarah Black,Xiaomi,Poco X5 Pro,830.77,3,Online,David Lee,Suburban,2,Charger,3,109.46
491,2024-07-06,10:52:00,Alice Green,Vivo,Y200,961.51,3,Cash,David Lee,Uptown,2,None,1,8.97
492,2024-02-16,20:29:00,Mike Brown,Vivo,V29 Pro,1467.25,3,Card,Bob Johnson,Uptown,3,Charger,2,170.75
493,2024-05-18,12:49:00,Mike Brown,Samsung,Galaxy A14,1219.76,3,Cash,Claire Williams,Suburban,3,Charger,3,124.93
494,2024-11-18,13:14:00,Bob White,Oppo,A78,1097.44,2,Cash,David Lee,Suburban,1,Headphones,3,46.31
495,2024-11-25,10:26:00,Jane Smith,Apple,iPhone 15 Pro,1378.71,1,Card,Claire Williams,Suburban,1,Charger,3,194.94
496,2024-04-30,09:10:00,Mike Brown,Vivo,X100 Pro,417.19,1,Online,Emma Brown,Downtown,2,None,2,98.86
497,2024-05-07,20:37:00,John Doe,Apple,iPhone 14,280.76,2,Online,Alice Smith,Uptown,1,Screen Protector,5,68.29
498,2024-07-02,20:51:00,Jane Smith,Apple,iPhone 14,954.54,2,Cash,David Lee,Suburban,3,Screen Protector,5,27.61
499,2024-05-02,14:27:00,John Doe,OnePlus,OnePlus 11,890.17,3,Online,Emma Brown,Uptown,1,None,3,66.37
500,2024-06-26,20:47:00,Bob White,Samsung,Galaxy A14,289.8,3,Card,Claire Williams,Downtown,1,Charger,3,9.06
501,2024-11-19,13:46:00,Bob White,Oppo,A78,1222.97,2,Cash,Emma Brown,Uptown,3,Screen Protector,5,74.5
502,2024-01-13,15:16:00,Sarah Black,OnePlus,OnePlus 11,737.25,1,Cash,David Lee,Uptown,2,None,2,88.62
503,2024-05-08,12:57:00,Jane Smith,Xiaomi,Redmi Note 13,1219.17,3,Cash,Claire Williams,Downtown,3,Headphones,4,46.22
504,2024-01-21,09:20:00,John Doe,OnePlus,OnePlus Ace,1203.48,2,Card,Alice Smith,Uptown,1,Charger,1,198.8
505,2024-09-03,20:38:00,John Doe,Samsung,Galaxy S23,504.64,1,Card,David Lee,Uptown,2,None,2,13.49
506,2024-11-29,12:44:00,Jane Smith,Oppo,A78,1071.7,1,Cash,Bob Johnson,Suburban,3,Charger,5,61.28
507,2024-07-06,15:41:00,Sarah Black,Apple,iPhone SE 2024,1130.01,1,Card,Alice Smith,Midtown,2,None,3,115.43
508,2024-09-10,15:45:00,Sarah Black,Samsung,Galaxy Z Fold 5,1170.78,2,Online,Alice Smith,Downtown,1,None,4,174.79
509,2024-06-08,12:35:00,Mike Brown,Oppo,Reno 10,819.79,2,Card,Emma Brown,Midtown,3,Charger,4,68.34
510,2024-10-23,19:54:00,Bob White,Oppo,Reno 10,1028.34,1,Cash,Alice Smith,Midtown,3,Charger,5,176.98
511,2024-02-18,13:01:00,Alice Green,Vivo,X100 Pro,997.23,3,Card,Bob Johnson,Suburban,1,None,2,73.11
512,2024-11-14,20:42:00,Bob White,Apple,iPhone 14,935.15,3,Online,David Lee,Midtown,2,Headphones,2,2.83
513,2024-04-13,12:02:00,Sarah Black,Xiaomi,Poco X5 Pro,1318.88,2,Cash,Bob Johnson,Downtown,3,Headphones,3,145.56
514,2024-12-10,11:14:00,John Doe,Vivo,V29 Pro,353.76,3,Card,Bob Johnson,Downtown,3,Charger,1,151.55
515,2024-01-11,10:07:00,John Doe,Xiaomi,Poco X5 Pro,467.02,2,Card,Emma Brown,Downtown,1,Headphones,4,75.92
516,2024-01-24,17:41:00,Jane Smith,Oppo,A78,635.43,2,Card,David Lee,Suburban,1,Screen Protector,3,144.16
517,2024-05-14,11:44:00,Bob White,OnePlus,OnePlus 11,843.13,1,Cash,Bob Johnson,Downtown,3,Headphones,3,48.83
518,2024-06-20,11:11:00,Mike Brown,OnePlus,OnePlus 11,1271.68,1,Online,Alice Smith,Downtown,3,None,4,170.97
519,2024-05-20,18:38:00,Alice Green,Vivo,X100 Pro,702.26,2,Cash,Claire Williams,Uptown,1,Headphones,3,191.0
520,2024-01-24,19:56:00,John Doe,Samsung,Galaxy A14,1416.98,1,Online,David Lee,Uptown,2,None,2,4.04
521,2024-03-14,19:36:00,Mike Brown,Vivo,Y200,958.96,2,Cash,David Lee,Downtown,2,Screen Protector,2,23.08
522,2024-08-22,09:02:00,Sarah Black,Samsung,Galaxy A14,372.39,3,Cash,Alice Smith,Downtown,3,Charger,4,139.06
523,2024-10-25,11:08:00,Mike Brown,Vivo,X100 Pro,1097.66,3,Card,Bob Johnson,Suburban,3,Charger,3,57.89
524,2024-06-15,17:49:00,John Doe,Oppo,Reno 10,401.89,3,Cash,David Lee,Downtown,3,Headphones,4,19.96
525,2024-11-29,15:58:00,John Doe,Vivo,X100 Pro,1390.16,1,Cash,Bob Johnson,Uptown,3,Charger,5,12.6
526,2024-12-30,09:11:00,Alice Green,Oppo,Find X6 Pro,262.01,1,Cash,Claire Williams,Midtown,3,Screen Protector,5,15.95
527,2024-09-04,18:40:00,Bob White,Xiaomi,Poco X5 Pro,528.36,2,Card,Alice Smith,Downtown,2,Screen Protector,4,104.6
528,2024-04-06,12:42:00,John Doe,Xiaomi,Redmi Note 13,491.56,2,Cash,Bob Johnson,Uptown,3,Screen Protector,2,195.29
529,2024-07-30,17:41:00,John Doe,Samsung,Galaxy Z Fold 5,374.5,2,Card,Emma Brown,Suburban,3,Headphones,2,186.24
530,2024-12-25,12:48:00,Alice Green,Xiaomi,Mi 13 Ultra,525.01,1,Card,Alice Smith,Suburban,3,Headphones,4,118.42
531,2024-03-31,17:20:00,Alice Green,Xiaomi,Poco X5 Pro,645.08,2,Online,Claire Williams,Downtown,1,None,4,68.09
532,2024-09-05,20:44:00,Alice Green,OnePlus,OnePlus 11,1302.8,3,Card,David Lee,Downtown,2,Screen Protector,2,64.43
533,2024-06-30,13:47:00,Sarah Black,OnePlus,OnePlus Ace,389.31,2,Cash,Bob Johnson,Suburban,2,Charger,3,146.19
534,2024-10-29,10:04:00,Sarah Black,Vivo,V29 Pro,394.57,2,Cash,Bob Johnson,Downtown,3,Headphones,2,72.54
535,2024-03-08,18:53:00,Bob White,Oppo,Reno 10,1011.82,3,Cash,Claire Williams,Suburban,2,Headphones,3,184.38
536,2024-03-21,12:20:00,Sarah Black,Vivo,Y200,944.28,2,Cash,Alice Smith,Downtown,1,Screen Protector,3,96.31
537,2024-02-21,13:25:00,Bob White,Samsung,Galaxy A14,722.51,1,Online,Alice Smith,Suburban,3,Charger,4,161.61
538,2024-11-07,12:01:00,Sarah Black,Vivo,Y200,1196.55,2,Card,Emma Brown,Uptown,3,Headphones,4,121.09
539,2024-03-16,17:07:00,John Doe,OnePlus,OnePlus Ace,529.36,2,Cash,Bob Johnson,Downtown,3,Headphones,2,41.73
540,2024-07-15,19:03:00,Bob White,OnePlus,OnePlus Ace,305.4,2,Card,Emma Brown,Suburban,1,Headphones,1,116.26
541,2024-04-17,10:53:00,Jane Smith,Apple,iPhone SE 2024,1078.55,1,Card,Alice Smith,Midtown,3,Screen Protector,2,22.28
542,2024-02-21,09:59:00,Jane Smith,Oppo,A78,1148.3,3,Cash,Alice Smith,Midtown,1,Screen Protector,3,55.8
543,2024-09-18,10:12:00,Jane Smith,Vivo,Y200,1320.35,1,Online,Alice Smith,Uptown,1,None,3,155.58
544,2024-06-29,09:11:00,Mike Brown,Vivo,Y200,678.86,2,Card,Claire Williams,Downtown,3,Headphones,2,159.44
545,2024-10-24,20:25:00,Sarah Black,Oppo,Reno 10,737.81,2,Cash,Claire Williams,Downtown,3,Headphones,4,26.82
546,2024-08-24,12:01:00,Sarah Black,Apple,iPhone 14,884.23,2,Card,Alice Smith,Downtown,2,Charger,5,36.2
547,2024-08-29,20:12:00,Mike Brown,Vivo,Y200,986.19,2,Online,Claire Williams,Suburban,1,Headphones,3,106.27
548,2024-11-08,10:57:00,Alice Green,OnePlus,OnePlus Ace,1372.09,3,Card,Bob Johnson,Uptown,1,None,4,70.33
549,2024-06-28,19:11:00,John Doe,Samsung,Galaxy Z Fold 5,1226.27,2,Online,David Lee,Uptown,2,Screen Protector,3,140.28
550,2024-06-04,17:57:00,John Doe,Oppo,A78,782.1,3,Online,Claire Williams,Midtown,2,Headphones,1,97.71
551,2024-10-15,12:41:00,John Doe,Apple,iPhone 15 Pro,790.93,1,Cash,Emma Brown,Midtown,3,Screen Protector,1,26.79
552,2024-06-23,13:39:00,Mike Brown,Xiaomi,Poco X5 Pro,1084.21,3,Card,Emma Brown,Suburban,1,Charger,4,35.99
553,2024-02-27,16:43:00,Sarah Black,Xiaomi,Redmi Note 13,516.66,3,Online,Bob Johnson,Suburban,1,None,4,3.54
554,2024-12-19,14:51:00,John Doe,Apple,iPhone 15 Pro,326.49,1,Online,Alice Smith,Suburban,3,Charger,3,5.87
555,2024-12-13,17:46:00,Bob White,Oppo,A78,741.13,3,Card,Emma Brown,Suburban,2,None,3,52.57
556,2024-07-26,09:15:00,Alice Green,Vivo,Y200,1108.64,2,Card,Bob Johnson,Uptown,3,Screen Protector,5,159.52
557,2024-06-28,13:19:00,John Doe,Xiaomi,Redmi Note 13,1277.53,3,Cash,David Lee,Downtown,2,Screen Protector,3,60.75
558,2024-05-25,12:35:00,Sarah Black,Apple,iPhone 15 Pro,1285.92,1,Cash,David Lee,Downtown,1,Screen Protector,3,189.75
559,2024-02-27,20:21:00,Bob White,Apple,iPhone 15 Pro,372.55,3,Card,Claire Williams,Suburban,3,Headphones,5,84.24
560,2024-02-10,13:44:00,Bob White,Samsung,Galaxy A14,950.47,3,Card,David Lee,Downtown,2,Headphones,2,48.59
561,2024-10-21,12:03:00,Jane Smith,Vivo,X100 Pro,1015.51,2,Card,Emma Brown,Uptown,1,Charger,4,153.32
562,2024-11-09,12:25:00,Mike Brown,Xiaomi,Poco X5 Pro,1178.75,3,Online,Bob Johnson,Suburban,2,Charger,3,82.87
563,2024-05-18,18:58:00,John Doe,Xiaomi,Mi 13 Ultra,244.96,1,Cash,Emma Brown,Suburban,1,None,5,50.67
564,2024-06-13,16:11:00,Bob White,Oppo,Find X6 Pro,981.71,1,Cash,Bob Johnson,Downtown,1,None,5,61.69
565,2024-07-02,15:11:00,Sarah Black,Samsung,Galaxy S23,384.76,3,Online,Alice Smith,Midtown,1,Headphones,1,180.51
566,2024-05-08,17:06:00,Jane Smith,Xiaomi,Mi 13 Ultra,1262.62,2,Card,Bob Johnson,Downtown,1,None,2,38.11
567,2024-06-03,17:27:00,Mike Brown,Xiaomi,Mi 13 Ultra,770.86,2,Cash,Alice Smith,Midtown,2,Headphones,5,45.54
568,2024-06-19,15:27:00,Jane Smith,OnePlus,Nord CE 3 Lite,725.53,3,Card,David Lee,Midtown,2,Charger,1,100.75
569,2024-10-17,20:59:00,Jane Smith,Xiaomi,Mi 13 Ultra,501.1,1,Online,David Lee,Midtown,3,Headphones,4,187.03
570,2024-02-01,10:09:00,Alice Green,Oppo,Reno 10,1112.7,1,Card,Alice Smith,Downtown,3,Charger,1,176.12
571,2024-07-05,18:48:00,Alice Green,Xiaomi,Poco X5 Pro,833.56,1,Cash,Bob Johnson,Suburban,2,Screen Protector,5,44.91
572,2024-11-04,13:37:00,Jane Smith,Xiaomi,Poco X5 Pro,430.37,2,Cash,Alice Smith,Midtown,2,None,2,159.42
573,2024-05-20,18:33:00,Alice Green,Samsung,Galaxy Z Fold 5,1483.95,3,Card,Alice Smith,Suburban,1,Screen Protector,1,153.94
574,2024-08-03,14:18:00,Jane Smith,Xiaomi,Poco X5 Pro,1331.93,1,Card,Bob Johnson,Suburban,2,Headphones,3,26.32
575,2024-08-12,12:57:00,Alice Green,Apple,iPhone SE 2024,662.96,1,Card,David Lee,Suburban,3,None,4,136.87
576,2024-09-02,15:08:00,Sarah Black,OnePlus,OnePlus 11,213.6,2,Cash,Emma Brown,Suburban,2,Charger,4,81.72
577,2024-09-15,09:50:00,Jane Smith,OnePlus,OnePlus 11,410.29,3,Cash,David Lee,Midtown,2,Charger,2,41.64
578,2024-10-19,20:32:00,Mike Brown,Vivo,Y200,688.06,1,Card,Bob Johnson,Midtown,3,None,4,59.76
579,2024-04-21,17:26:00,Mike Brown,Samsung,Galaxy Z Fold 5,1436.35,1,Cash,Claire Williams,Uptown,1,None,3,177.19
580,2024-01-01,12:09:00,Alice Green,Xiaomi,Mi 13 Ultra,498.98,1,Card,Bob Johnson,Suburban,1,Charger,1,40.61
581,2024-10-27,17:03:00,Bob White,Xiaomi,Mi 13 Ultra,423.9,1,Cash,Claire Williams,Suburban,2,Headphones,3,35.93
582,2024-09-04,19:39:00,John Doe,Xiaomi,Redmi Note 13,661.55,3,Cash,Bob Johnson,Midtown,2,Screen Protector,5,192.41
583,2024-07-18,20:12:00,Alice Green,Vivo,Y200,492.54,1,Cash,Claire Williams,Midtown,2,None,2,158.77
584,2024-05-01,18:38:00,John Doe,Samsung,Galaxy S23,1383.89,1,Online,David Lee,Midtown,2,None,1,137.39
585,2024-08-31,18:39:00,Alice Green,OnePlus,OnePlus 11,438.4,3,Online,David Lee,Downtown,3,Screen Protector,5,113.05
586,2024-11-01,18:43:00,Alice Green,Xiaomi,Redmi Note 13,1495.12,2,Online,Bob Johnson,Suburban,3,Charger,2,133.34
587,2024-10-12,18:17:00,Jane Smith,Apple,iPhone 14,596.92,3,Cash,Alice Smith,Downtown,1,None,2,71.84
588,2024-11-08,20:22:00,Alice Green,Oppo,A78,381.34,2,Card,Claire Williams,Uptown,1,Headphones,5,125.11
589,2024-12-11,12:47:00,Mike Brown,OnePlus,OnePlus Ace,974.87,2,Cash,Bob Johnson,Suburban,1,Screen Protector,3,129.71
590,2024-09-08,18:09:00,Jane Smith,Oppo,Reno 10,955.1,2,Cash,Bob Johnson,Uptown,2,None,3,92.87
591,2024-03-08,19:42:00,Alice Green,Apple,iPhone 15 Pro,390.09,2,Online,Emma Brown,Uptown,2,Screen Protector,3,141.84
592,2024-11-13,11:47:00,Mike Brown,Vivo,X100 Pro,368.34,1,Card,Alice Smith,Midtown,3,Headphones,3,115.2
593,2024-04-23,09:21:00,Jane Smith,Vivo,Y200,496.18,1,Online,David Lee,Uptown,3,None,5,163.18
594,2024-07-05,13:21:00,Alice Green,Samsung,Galaxy A14,849.59,3,Cash,Claire Williams,Midtown,1,Screen Protector,2,66.37
595,2024-12-26,10:39:00,John Doe,OnePlus,OnePlus 11,370.92,3,Online,Claire Williams,Downtown,2,None,5,182.91
596,2024-02-29,11:33:00,Sarah Black,Samsung,Galaxy S23,1135.01,1,Online,Emma Brown,Uptown,3,Charger,1,116.03
597,2024-09-11,12:22:00,Jane Smith,Apple,iPhone SE 2024,1082.15,1,Card,Emma Brown,Midtown,2,Charger,2,118.48
598,2024-06-12,20:15:00,Mike Brown,Vivo,V29 Pro,1448.04,1,Card,David Lee,Midtown,2,Charger,5,41.91
599,2024-07-18,09:11:00,John Doe,Vivo,X100 Pro,853.49,2,Cash,David Lee,Uptown,3,None,4,192.94
600,2024-09-21,18:35:00,Sarah Black,Samsung,Galaxy Z Fold 5,1043.98,1,Online,Bob Johnson,Uptown,3,Headphones,4,157.35
601,2024-02-19,19:48:00,Bob White,Apple,iPhone SE 2024,491.42,1,Online,Bob Johnson,Downtown,3,None,2,43.06
602,2024-01-31,20:31:00,Mike Brown,Vivo,V29 Pro,369.66,3,Cash,Emma Brown,Suburban,3,Headphones,2,90.34
603,2024-06-22,18:18:00,Alice Green,Samsung,Galaxy S23,1165.38,3,Card,Bob Johnson,Suburban,3,None,2,73.64
604,2024-02-10,20:34:00,Jane Smith,Vivo,V29 Pro,1466.94,3,Online,David Lee,Suburban,1,Charger,4,119.26
